0.698018,0.742515,0.719672
0.644386,0.668475,0.723766
0.530724,0.414966,0.446334
0.783367,0.489110,0.422710
0.490755,0.475591,0.362234
0.152095,0.244488,0.293915
0.265660,0.214243,0.284664
0.492341,0.539669,0.613420
0.515056,0.496185,0.457790
0.649887,0.589356,0.495830
0.715384,0.852046,0.719064
0.429493,0.543468,0.479119
0.886558,0.817890,0.803972
0.311293,0.286249,0.317141
0.319822,0.396101,0.647847
0.504230,0.477529,0.567638
0.371001,0.274431,0.354775
0.498065,0.694660,0.426781
0.563973,0.438772,0.682422
0.683279,0.742479,0.525474
0.381745,0.419140,0.616167
0.659832,0.505729,0.541937
0.557276,0.585294,0.753937
0.423306,0.728274,0.581738
0.256322,0.270970,0.422115
0.232085,0.173700,0.104543
0.874318,0.650825,0.733003
0.185784,0.319267,0.219146
0.742638,0.648960,0.707795
0.831791,0.818659,0.925114
0.266360,0.325649,0.445564
0.545817,0.715526,0.603211
0.636235,0.699318,0.893947
0.917830,0.898021,0.941024
0.425856,0.460231,0.317262
0.491899,0.561975,0.456760
0.765081,0.354429,0.624194
0.132910,0.132495,0.093051
0.360547,0.463352,0.308703
0.426845,0.362826,0.325373
0.629869,0.714129,0.612736
0.579556,0.444033,0.697616
0.847847,0.678094,0.573909
0.371151,0.455133,0.400175
0.133683,0.169988,0.236600
0.229520,0.264212,0.128628
0.245873,0.352429,0.290821
0.887955,0.849025,0.889221
0.286981,0.208317,0.401876
0.535345,0.631718,0.736899
0.228728,0.183001,0.359237
0.446941,0.542835,0.648813
0.304379,0.440835,0.654586
0.636011,0.469389,0.405942
0.375450,0.481038,0.653674
0.165801,0.146768,0.146312
0.363936,0.329744,0.197461
0.585971,0.672989,0.423769
0.417357,0.444617,0.361907
0.315659,0.461743,0.470614
0.200917,0.122068,0.138524
0.413497,0.191842,0.466975
0.489649,0.481499,0.490987
0.736612,0.197192,0.513583
0.191825,0.262292,0.164722
0.281132,0.277861,0.406439
0.372688,0.568761,0.459697
0.321530,0.365984,0.167980
0.488687,0.386365,0.151803
0.546286,0.376472,0.442788
0.362433,0.354582,0.395100
0.623717,0.579953,0.569102
0.595206,0.589792,0.455154
0.413023,0.276255,0.390504
0.470612,0.378323,0.593789
0.344200,0.265623,0.315632
0.513633,0.603982,0.698360
0.689548,0.436644,0.340995
0.363055,0.488622,0.732516
0.702268,0.489605,0.529242
0.207037,0.312451,0.264156
0.503664,0.537353,0.264846
0.368674,0.515216,0.433536
0.470340,0.677259,0.665593
0.307219,0.344057,0.385990
0.414920,0.384859,0.341893
0.432155,0.422332,0.699768
0.623679,0.485065,0.277802
0.749410,0.590241,0.290963
0.693412,0.412335,0.790560
0.521166,0.444686,0.359863
0.499525,0.559743,0.388001
0.513014,0.545713,0.335391
0.603724,0.667654,0.533076
0.634050,0.520609,0.507970
0.460296,0.455296,0.367158
0.283058,0.422251,0.265289
0.267213,0.450255,0.265617
0.459988,0.397304,0.264025
0.383529,0.508538,0.267854
0.621487,0.708151,0.874852
0.790896,0.748564,0.603599
0.846707,0.816140,0.614885
0.606677,0.596553,0.279777
0.284455,0.284928,0.418758
0.068454,0.222321,0.319926
0.329571,0.571867,0.771763
0.664566,0.449276,0.752508
0.513495,0.611484,0.609711
0.529788,0.710739,0.684064
0.330350,0.498773,0.409239
0.457767,0.752274,0.467691
0.355982,0.220289,0.269449
0.584217,0.776769,0.551007
0.623305,0.444945,0.487276
0.324777,0.371468,0.275851
0.573872,0.708362,0.589732
0.503804,0.466341,0.447763
0.338579,0.407087,0.676452
0.676306,0.765198,0.572133
0.679606,0.736229,0.393105
0.350645,0.287875,0.530385
0.455210,0.462090,0.403623
0.439767,0.415219,0.198704
0.631960,0.501431,0.627454
0.605800,0.599502,0.395204
0.460765,0.463334,0.448700
0.646602,0.433573,0.616842
0.206197,0.209747,0.219758
0.602041,0.655846,0.646407
0.736282,0.479056,0.585702
0.250812,0.195716,0.255591
0.207764,0.220469,0.349512
0.725534,0.669331,0.572846
0.531819,0.533703,0.713538
0.113401,0.136175,0.076210
0.357587,0.416703,0.214158
0.545508,0.294548,0.322859
0.381015,0.610991,0.671333
0.736756,0.596820,0.688287
0.315749,0.491755,0.332242
0.201590,0.248115,0.346462
0.533813,0.410987,0.498923
0.266902,0.354703,0.490861
0.815760,0.820154,0.826749
0.683786,0.620046,0.215826
0.594395,0.623630,0.707930
0.453233,0.393759,0.536805
0.719467,0.701238,0.801723
0.379899,0.512653,0.848702
0.517940,0.474643,0.380210
0.702476,0.717875,0.724046
0.630990,0.669717,0.435852
0.480042,0.430639,0.793143
0.257834,0.485209,0.260931
0.579625,0.257959,0.330894
0.254100,0.151351,0.260647
0.404636,0.404397,0.364944
0.632457,0.319292,0.764344
0.279791,0.385500,0.253048
0.786702,0.720294,0.812345
0.269690,0.725519,0.515075
0.448153,0.615432,0.638615
0.692524,0.618609,0.502540
0.391320,0.146030,0.173588
0.523267,0.368882,0.534344
0.153198,0.340049,0.231646
0.305925,0.492672,0.658087
0.414639,0.380731,0.369031
0.290470,0.248076,0.553585
0.461061,0.412761,0.312642
0.602804,0.462509,0.444640
0.327405,0.359471,0.309267
0.630252,0.292054,0.423804
0.304390,0.326243,0.264390
0.543193,0.395294,0.296547
0.140899,0.202356,0.214906
0.545904,0.193217,0.345700
0.517001,0.489956,0.775043
0.729246,0.735457,0.437693
0.573307,0.576143,0.502979
0.355386,0.475898,0.408464
0.408673,0.375834,0.604195
0.574216,0.291641,0.394202
0.569131,0.282231,0.443288
0.250383,0.280410,0.362541
0.492570,0.404220,0.390785
0.805681,0.792322,0.795162
0.476570,0.488728,0.363034
0.327384,0.326246,0.309232
0.579236,0.502018,0.251355
0.783800,0.756840,0.699689
0.244569,0.441337,0.518108
0.332489,0.397766,0.501927
0.347979,0.399355,0.211869
0.188657,0.315077,0.387496
0.634354,0.505356,0.437695
0.498224,0.564799,0.645299
0.503388,0.397399,0.456825
0.809289,0.766653,0.886864
0.248514,0.265022,0.204614
0.709522,0.662589,0.715108
0.441816,0.433449,0.443910
0.845682,0.782219,0.854431
0.311748,0.348282,0.202012
0.246502,0.335413,0.447509
